country,iso_code,year,vaccine,coverage_pct
North America,OWID_NAM,2016,HepB3,85.35219
North America,OWID_NAM,2017,HepB3,78.25588
North America,OWID_NAM,2018,HepB3,77.360176
North America,OWID_NAM,2019,HepB3,78.30389
North America,OWID_NAM,2020,HepB3,83.30297
North America,OWID_NAM,2021,HepB3,83.81664
North America,OWID_NAM,2022,HepB3,85.22557
North America,OWID_NAM,2023,HepB3,86.23088
North America,OWID_NAM,2024,HepB3,
North America,OWID_NAM,2000,MCV1,89.02308
North America,OWID_NAM,2001,MCV1,89.04304
North America,OWID_NAM,2002,MCV1,89.39124
North America,OWID_NAM,2003,MCV1,90.221924
North America,OWID_NAM,2004,MCV1,90.26453
North America,OWID_NAM,2005,MCV1,89.85161
North America,OWID_NAM,2006,MCV1,89.89495
North America,OWID_NAM,2007,MCV1,89.52796
North America,OWID_NAM,2008,MCV1,90.02877
North America,OWID_NAM,2009,MCV1,88.918915
North America,OWID_NAM,2010,MCV1,89.6833
North America,OWID_NAM,2011,MCV1,90.22646
North America,OWID_NAM,2012,MCV1,90.44891
North America,OWID_NAM,2013,MCV1,88.11161
North America,OWID_NAM,2014,MCV1,89.70273
North America,OWID_NAM,2015,MCV1,90.27577
North America,OWID_NAM,2016,MCV1,90.330635
North America,OWID_NAM,2017,MCV1,84.561005
North America,OWID_NAM,2018,MCV1,90.29433
North America,OWID_NAM,2019,MCV1,83.472946
North America,OWID_NAM,2020,MCV1,87.9286
North America,OWID_NAM,2021,MCV1,90.18744
North America,OWID_NAM,2022,MCV1,86.51519
North America,OWID_NAM,2023,MCV1,84.62012
North America,OWID_NAM,2024,MCV1,
North America,OWID_NAM,2000,Polio3,87.64893
North America,OWID_NAM,2001,Polio3,87.54802
North America,OWID_NAM,2002,Polio3,88.36562
North America,OWID_NAM,2003,Polio3,88.83654
North America,OWID_NAM,2004,Polio3,89.69352
North America,OWID_NAM,2005,Polio3,90.392654
North America,OWID_NAM,2006,Polio3,91.20989
North America,OWID_NAM,2007,Polio3,91.02874
North America,OWID_NAM,2008,Polio3,91.37629
North America,OWID_NAM,2009,Polio3,90.23762
North America,OWID_NAM,2010,Polio3,90.369026
North America,OWID_NAM,2011,Polio3,90.88018
North America,OWID_NAM,2012,Polio3,91.52659
North America,OWID_NAM,2013,Polio3,87.04044
North America,OWID_NAM,2014,Polio3,87.03803
North America,OWID_NAM,2015,Polio3,87.62225
North America,OWID_NAM,2016,Polio3,89.62321
North America,OWID_NAM,2017,Polio3,86.15606
North America,OWID_NAM,2018,Polio3,87.873375
North America,OWID_NAM,2019,Polio3,87.267845
North America,OWID_NAM,2020,Polio3,82.60523
North America,OWID_NAM,2021,Polio3,83.75319
North America,OWID_NAM,2022,Polio3,85.39704
North America,OWID_NAM,2023,Polio3,86.33284
North America,OWID_NAM,2024,Polio3,
Oceania,OWID_OCE,2000,DTP3,77.43844
Oceania,OWID_OCE,2001,DTP3,76.77371
Oceania,OWID_OCE,2002,DTP3,78.50176
Oceania,OWID_OCE,2003,DTP3,81.27943
Oceania,OWID_OCE,2004,DTP3,78.544
Oceania,OWID_OCE,2005,DTP3,82.05323
Oceania,OWID_OCE,2006,DTP3,81.611916
Oceania,OWID_OCE,2007,DTP3,80.372444
Oceania,OWID_OCE,2008,DTP3,77.046165
Oceania,OWID_OCE,2009,DTP3,80.30716
Oceania,OWID_OCE,2010,DTP3,77.447075
Oceania,OWID_OCE,2011,DTP3,78.805176
Oceania,OWID_OCE,2012,DTP3,78.18194
Oceania,OWID_OCE,2013,DTP3,78.49758
Oceania,OWID_OCE,2014,DTP3,76.04264
Oceania,OWID_OCE,2015,DTP3,75.549934
Oceania,OWID_OCE,2016,DTP3,75.04762
Oceania,OWID_OCE,2017,DTP3,71.885574
Oceania,OWID_OCE,2018,DTP3,71.17615
Oceania,OWID_OCE,2019,DTP3,71.46186
Oceania,OWID_OCE,2020,DTP3,73.058
Oceania,OWID_OCE,2021,DTP3,69.39455
Oceania,OWID_OCE,2022,DTP3,70.696075
Oceania,OWID_OCE,2023,DTP3,69.93255
Oceania,OWID_OCE,2024,DTP3,
Oceania,OWID_OCE,2000,HepB3,35.699917
Oceania,OWID_OCE,2001,HepB3,79.3014
Oceania,OWID_OCE,2002,HepB3,79.55722
Oceania,OWID_OCE,2003,HepB3,81.72093
Oceania,OWID_OCE,2004,HepB3,78.98532
Oceania,OWID_OCE,2005,HepB3,79.84073
Oceania,OWID_OCE,2006,HepB3,82.47079
Oceania,OWID_OCE,2007,HepB3,78.573685
Oceania,OWID_OCE,2008,HepB3,77.637955
Oceania,OWID_OCE,2009,HepB3,81.34625
Oceania,OWID_OCE,2010,HepB3,77.17122
Oceania,OWID_OCE,2011,HepB3,78.75432
Oceania,OWID_OCE,2012,HepB3,78.1858
Oceania,OWID_OCE,2013,HepB3,78.269806
Oceania,OWID_OCE,2014,HepB3,75.6283
Oceania,OWID_OCE,2015,HepB3,75.59045
Oceania,OWID_OCE,2016,HepB3,75.07583
Oceania,OWID_OCE,2017,HepB3,71.913704
Oceania,OWID_OCE,2018,HepB3,71.209785
Oceania,OWID_OCE,2019,HepB3,71.48772
Oceania,OWID_OCE,2020,HepB3,73.130226
Oceania,OWID_OCE,2021,HepB3,69.424065
Oceania,OWID_OCE,2022,HepB3,70.76679
Oceania,OWID_OCE,2023,HepB3,69.95819
Oceania,OWID_OCE,2024,HepB3,
Oceania,OWID_OCE,2000,MCV1,80.21718
Oceania,OWID_OCE,2001,MCV1,79.0698
Oceania,OWID_OCE,2002,MCV1,82.361336
Oceania,OWID_OCE,2003,MCV1,83.414474
Oceania,OWID_OCE,2004,MCV1,83.03664
Oceania,OWID_OCE,2005,MCV1,85.22041
Oceania,OWID_OCE,2006,MCV1,85.541084
Oceania,OWID_OCE,2007,MCV1,82.162125
Oceania,OWID_OCE,2008,MCV1,80.32501
Oceania,OWID_OCE,2009,MCV1,80.34803
Oceania,OWID_OCE,2010,MCV1,80.189156
Oceania,OWID_OCE,2011,MCV1,81.47022
Oceania,OWID_OCE,2012,MCV1,83.49964
Oceania,OWID_OCE,2013,MCV1,83.676056
Oceania,OWID_OCE,2014,MCV1,81.53259
Oceania,OWID_OCE,2015,MCV1,78.857506
Oceania,OWID_OCE,2016,MCV1,75.26629
Oceania,OWID_OCE,2017,MCV1,73.21682
Oceania,OWID_OCE,2018,MCV1,71.384285
Oceania,OWID_OCE,2019,MCV1,71.36082
Oceania,OWID_OCE,2020,MCV1,72.740204
Oceania,OWID_OCE,2021,MCV1,68.6455
Oceania,OWID_OCE,2022,MCV1,73.257454
Oceania,OWID_OCE,2023,MCV1,74.32879
Oceania,OWID_OCE,2024,MCV1,
Oceania,OWID_OCE,2000,Polio3,74.189095
Oceania,OWID_OCE,2001,Polio3,74.73572
Oceania,OWID_OCE,2002,Polio3,75.74107
Oceania,OWID_OCE,2003,Polio3,78.54132
Oceania,OWID_OCE,2004,Polio3,77.10389
Oceania,OWID_OCE,2005,Polio3,78.4871
Oceania,OWID_OCE,2006,Polio3,80.04038
Oceania,OWID_OCE,2007,Polio3,81.027954
Oceania,OWID_OCE,2008,Polio3,81.577965
Oceania,OWID_OCE,2009,Polio3,82.28152
Oceania,OWID_OCE,2010,Polio3,79.379845
Oceania,OWID_OCE,2011,Polio3,77.87264
Oceania,OWID_OCE,2012,Polio3,80.70328
Oceania,OWID_OCE,2013,Polio3,79.11129
Oceania,OWID_OCE,2014,Polio3,72.945885
Oceania,OWID_OCE,2015,Polio3,76.16432
Oceania,OWID_OCE,2016,Polio3,75.41317
Oceania,OWID_OCE,2017,Polio3,71.414955
Oceania,OWID_OCE,2018,Polio3,73.60599
Oceania,OWID_OCE,2019,Polio3,73.89131
Oceania,OWID_OCE,2020,Polio3,74.06074
Oceania,OWID_OCE,2021,Polio3,69.935905
Oceania,OWID_OCE,2022,Polio3,71.07476
Oceania,OWID_OCE,2023,Polio3,73.78756
Oceania,OWID_OCE,2024,Polio3,
Pakistan,PAK,2000,DTP3,59.0
Pakistan,PAK,2001,DTP3,61.0
Pakistan,PAK,2002,DTP3,63.0
Pakistan,PAK,2003,DTP3,66.0
Pakistan,PAK,2004,DTP3,68.0
Pakistan,PAK,2005,DTP3,63.0
Pakistan,PAK,2006,DTP3,59.0
Pakistan,PAK,2007,DTP3,54.0
Pakistan,PAK,2008,DTP3,53.0
Pakistan,PAK,2009,DTP3,52.0
Pakistan,PAK,2010,DTP3,52.0
Pakistan,PAK,2011,DTP3,63.0
Pakistan,PAK,2012,DTP3,64.0
Pakistan,PAK,2013,DTP3,65.0
Pakistan,PAK,2014,DTP3,69.0
Pakistan,PAK,2015,DTP3,72.0
Pakistan,PAK,2016,DTP3,75.0
Pakistan,PAK,2017,DTP3,75.0
Pakistan,PAK,2018,DTP3,80.0
Pakistan,PAK,2019,DTP3,84.0
Pakistan,PAK,2020,DTP3,80.0
Pakistan,PAK,2021,DTP3,83.0
Pakistan,PAK,2022,DTP3,85.0
Pakistan,PAK,2023,DTP3,86.0
Pakistan,PAK,2024,DTP3,87.0
Pakistan,PAK,2000,HepB3,
Pakistan,PAK,2001,HepB3,
Pakistan,PAK,2002,HepB3,
Pakistan,PAK,2003,HepB3,62.0
Pakistan,PAK,2004,HepB3,62.0
Pakistan,PAK,2005,HepB3,65.0
Pakistan,PAK,2006,HepB3,60.0
Pakistan,PAK,2007,HepB3,54.0
Pakistan,PAK,2008,HepB3,53.0
Pakistan,PAK,2009,HepB3,52.0
Pakistan,PAK,2010,HepB3,52.0
Pakistan,PAK,2011,HepB3,63.0
Pakistan,PAK,2012,HepB3,64.0
Pakistan,PAK,2013,HepB3,65.0
Pakistan,PAK,2014,HepB3,69.0
Pakistan,PAK,2015,HepB3,72.0
Pakistan,PAK,2016,HepB3,75.0
Pakistan,PAK,2017,HepB3,75.0
Pakistan,PAK,2018,HepB3,80.0
Pakistan,PAK,2019,HepB3,84.0
Pakistan,PAK,2020,HepB3,80.0
Pakistan,PAK,2021,HepB3,83.0
Pakistan,PAK,2022,HepB3,85.0
Pakistan,PAK,2023,HepB3,86.0
Pakistan,PAK,2024,HepB3,87.0
Pakistan,PAK,2000,MCV1,57.0
Pakistan,PAK,2001,MCV1,59.0
Pakistan,PAK,2002,MCV1,60.0
Pakistan,PAK,2003,MCV1,62.0
Pakistan,PAK,2004,MCV1,63.0
Pakistan,PAK,2005,MCV1,61.0
Pakistan,PAK,2006,MCV1,59.0
Pakistan,PAK,2007,MCV1,57.0
Pakistan,PAK,2008,MCV1,56.0
Pakistan,PAK,2009,MCV1,56.0
Pakistan,PAK,2010,MCV1,57.0
Pakistan,PAK,2011,MCV1,59.0
Pakistan,PAK,2012,MCV1,63.0
Pakistan,PAK,2013,MCV1,68.0
Pakistan,PAK,2014,MCV1,71.0
Pakistan,PAK,2015,MCV1,75.0
Pakistan,PAK,2016,MCV1,75.0
Pakistan,PAK,2017,MCV1,76.0
Pakistan,PAK,2018,MCV1,79.0
Pakistan,PAK,2019,MCV1,81.0
Pakistan,PAK,2020,MCV1,83.0
Pakistan,PAK,2021,MCV1,81.0
Pakistan,PAK,2022,MCV1,82.0
Pakistan,PAK,2023,MCV1,84.0
Pakistan,PAK,2024,MCV1,86.0
Pakistan,PAK,2000,Polio3,61.0
Pakistan,PAK,2001,Polio3,63.0
Pakistan,PAK,2002,Polio3,64.0
Pakistan,PAK,2003,Polio3,66.0
Pakistan,PAK,2004,Polio3,67.0
Pakistan,PAK,2005,Polio3,63.0
Pakistan,PAK,2006,Polio3,58.0
Pakistan,PAK,2007,Polio3,54.0
Pakistan,PAK,2008,Polio3,53.0
Pakistan,PAK,2009,Polio3,52.0
Pakistan,PAK,2010,Polio3,52.0
Pakistan,PAK,2011,Polio3,63.0
Pakistan,PAK,2012,Polio3,64.0
Pakistan,PAK,2013,Polio3,65.0
Pakistan,PAK,2014,Polio3,69.0
Pakistan,PAK,2015,Polio3,72.0
Pakistan,PAK,2016,Polio3,75.0
Pakistan,PAK,2017,Polio3,75.0
Pakistan,PAK,2018,Polio3,75.0
Pakistan,PAK,2019,Polio3,84.0
Pakistan,PAK,2020,Polio3,83.0
Pakistan,PAK,2021,Polio3,83.0
Pakistan,PAK,2022,Polio3,85.0
Pakistan,PAK,2023,Polio3,86.0
Pakistan,PAK,2024,Polio3,87.0
South America,OWID_SAM,2000,DTP3,90.7119
South America,OWID_SAM,2001,DTP3,89.77683
South America,OWID_SAM,2002,DTP3,91.45592
South America,OWID_SAM,2003,DTP3,93.39251
South America,OWID_SAM,2004,DTP3,93.94241
South America,OWID_SAM,2005,DTP3,93.93154
South America,OWID_SAM,2006,DTP3,93.56521
South America,OWID_SAM,2007,DTP3,92.79605
South America,OWID_SAM,2008,DTP3,91.67894
South America,OWID_SAM,2009,DTP3,94.765755
South America,OWID_SAM,2010,DTP3,93.569
South America,OWID_SAM,2011,DTP3,92.7903
South America,OWID_SAM,2012,DTP3,92.12327
South America,OWID_SAM,2013,DTP3,92.48746
South America,OWID_SAM,2014,DTP3,90.20131
South America,OWID_SAM,2015,DTP3,92.58963
South America,OWID_SAM,2016,DTP3,89.1084
South America,OWID_SAM,2017,DTP3,84.27002
South America,OWID_SAM,2018,DTP3,85.36475
South America,OWID_SAM,2019,DTP3,77.5641
South America,OWID_SAM,2020,DTP3,75.73587
South America,OWID_SAM,2021,DTP3,73.357574
South America,OWID_SAM,2022,DTP3,76.6863
South America,OWID_SAM,2023,DTP3,82.35732
South America,OWID_SAM,2024,DTP3,
South America,OWID_SAM,2000,HepB3,59.23197
South America,OWID_SAM,2001,HepB3,63.339134
South America,OWID_SAM,2002,HepB3,70.84509
South America,OWID_SAM,2003,HepB3,85.73464
South America,OWID_SAM,2004,HepB3,88.95301
South America,OWID_SAM,2005,HepB3,90.849075
South America,OWID_SAM,2006,HepB3,92.76769
South America,OWID_SAM,2007,HepB3,91.774536
South America,OWID_SAM,2008,HepB3,90.09206
South America,OWID_SAM,2009,HepB3,94.60302
South America,OWID_SAM,2010,HepB3,92.172554
South America,OWID_SAM,2011,HepB3,92.327545
South America,OWID_SAM,2012,HepB3,92.61658
South America,OWID_SAM,2013,HepB3,92.023056
South America,OWID_SAM,2014,HepB3,91.53785
South America,OWID_SAM,2015,HepB3,92.58963
South America,OWID_SAM,2016,HepB3,89.1084
South America,OWID_SAM,2017,HepB3,83.586296
South America,OWID_SAM,2018,HepB3,85.36475
South America,OWID_SAM,2019,HepB3,78.25294
South America,OWID_SAM,2020,HepB3,75.73587
South America,OWID_SAM,2021,HepB3,73.16361
South America,OWID_SAM,2022,HepB3,76.6863
South America,OWID_SAM,2023,HepB3,82.35732
South America,OWID_SAM,2024,HepB3,
South America,OWID_SAM,2000,MCV1,94.66387
South America,OWID_SAM,2001,MCV1,96.257835
South America,OWID_SAM,2002,MCV1,94.023445
South America,OWID_SAM,2003,MCV1,94.93777
South America,OWID_SAM,2004,MCV1,93.622604
South America,OWID_SAM,2005,MCV1,92.72198
South America,OWID_SAM,2006,MCV1,95.25601
South America,OWID_SAM,2007,MCV1,95.295876
South America,OWID_SAM,2008,MCV1,96.00276
South America,OWID_SAM,2009,MCV1,95.61462
South America,OWID_SAM,2010,MCV1,94.00138
South America,OWID_SAM,2011,MCV1,94.93023
South America,OWID_SAM,2012,MCV1,95.24847
South America,OWID_SAM,2013,MCV1,93.506676
South America,OWID_SAM,2014,MCV1,93.4206
South America,OWID_SAM,2015,MCV1,93.18839
South America,OWID_SAM,2016,MCV1,92.239296
South America,OWID_SAM,2017,MCV1,88.73732
South America,OWID_SAM,2018,MCV1,89.99408
South America,OWID_SAM,2019,MCV1,89.63315
South America,OWID_SAM,2020,MCV1,80.00948
South America,OWID_SAM,2021,MCV1,76.226814
South America,OWID_SAM,2022,MCV1,78.42446
South America,OWID_SAM,2023,MCV1,84.08243
South America,OWID_SAM,2024,MCV1,
South America,OWID_SAM,2000,Polio3,92.09919
South America,OWID_SAM,2001,Polio3,92.19754
South America,OWID_SAM,2002,Polio3,93.05406
South America,OWID_SAM,2003,Polio3,95.125336
South America,OWID_SAM,2004,Polio3,92.68062
South America,OWID_SAM,2005,Polio3,91.92659
South America,OWID_SAM,2006,Polio3,93.73688
South America,OWID_SAM,2007,Polio3,93.17337
South America,OWID_SAM,2008,Polio3,93.859184
South America,OWID_SAM,2009,Polio3,93.972404
South America,OWID_SAM,2010,Polio3,93.021645
South America,OWID_SAM,2011,Polio3,92.35302
South America,OWID_SAM,2012,Polio3,91.43726
South America,OWID_SAM,2013,Polio3,90.110214
South America,OWID_SAM,2014,Polio3,90.58069
South America,OWID_SAM,2015,Polio3,93.461525
South America,OWID_SAM,2016,Polio3,80.36048
South America,OWID_SAM,2017,Polio3,85.25423
South America,OWID_SAM,2018,Polio3,83.47724
South America,OWID_SAM,2019,Polio3,84.09665
South America,OWID_SAM,2020,Polio3,75.00437
South America,OWID_SAM,2021,Polio3,71.74715
South America,OWID_SAM,2022,Polio3,75.13877
South America,OWID_SAM,2023,Polio3,80.65822
South America,OWID_SAM,2024,Polio3,
Ukraine,UKR,2000,DTP3,99.0
Ukraine,UKR,2001,DTP3,99.0
Ukraine,UKR,2002,DTP3,99.0
Ukraine,UKR,2003,DTP3,97.0
Ukraine,UKR,2004,DTP3,99.0
Ukraine,UKR,2005,DTP3,96.0
Ukraine,UKR,2006,DTP3,98.0
Ukraine,UKR,2007,DTP3,98.0
Ukraine,UKR,2008,DTP3,90.0
Ukraine,UKR,2009,DTP3,71.0
Ukraine,UKR,2010,DTP3,52.0
Ukraine,UKR,2011,DTP3,50.0
Ukraine,UKR,2012,DTP3,76.0
Ukraine,UKR,2013,DTP3,76.0
Ukraine,UKR,2014,DTP3,23.0
Ukraine,UKR,2015,DTP3,23.0
Ukraine,UKR,2016,DTP3,19.0
Ukraine,UKR,2017,DTP3,50.0
Ukraine,UKR,2018,DTP3,69.0
Ukraine,UKR,2019,DTP3,80.0
Ukraine,UKR,2020,DTP3,81.0
Ukraine,UKR,2021,DTP3,78.0
Ukraine,UKR,2022,DTP3,73.0
Ukraine,UKR,2023,DTP3,83.0
Ukraine,UKR,2024,DTP3,88.0
Ukraine,UKR,2000,HepB3,4.0
Ukraine,UKR,2001,HepB3,7.0
Ukraine,UKR,2002,HepB3,48.0
Ukraine,UKR,2003,HepB3,77.0
Ukraine,UKR,2004,HepB3,98.0
Ukraine,UKR,2005,HepB3,97.0
Ukraine,UKR,2006,HepB3,96.0
Ukraine,UKR,2007,HepB3,92.0
Ukraine,UKR,2008,HepB3,84.0
Ukraine,UKR,2009,HepB3,66.0
Ukraine,UKR,2010,HepB3,48.0
Ukraine,UKR,2011,HepB3,21.0
Ukraine,UKR,2012,HepB3,46.0
Ukraine,UKR,2013,HepB3,46.0
Ukraine,UKR,2014,HepB3,22.0
Ukraine,UKR,2015,HepB3,22.0
Ukraine,UKR,2016,HepB3,26.0
Ukraine,UKR,2017,HepB3,52.0
Ukraine,UKR,2018,HepB3,67.0
Ukraine,UKR,2019,HepB3,77.0
Ukraine,UKR,2020,HepB3,81.0
Ukraine,UKR,2021,HepB3,77.0
Ukraine,UKR,2022,HepB3,62.0
Ukraine,UKR,2023,HepB3,79.0
Ukraine,UKR,2024,HepB3,88.0
Ukraine,UKR,2000,MCV1,99.0
Ukraine,UKR,2001,MCV1,99.0
Ukraine,UKR,2002,MCV1,99.0
Ukraine,UKR,2003,MCV1,99.0
Ukraine,UKR,2004,MCV1,99.0
Ukraine,UKR,2005,MCV1,96.0
Ukraine,UKR,2006,MCV1,98.0
Ukraine,UKR,2007,MCV1,97.0
Ukraine,UKR,2008,MCV1,94.0
Ukraine,UKR,2009,MCV1,75.0
Ukraine,UKR,2010,MCV1,56.0
Ukraine,UKR,2011,MCV1,67.0
Ukraine,UKR,2012,MCV1,79.0
Ukraine,UKR,2013,MCV1,79.0
Ukraine,UKR,2014,MCV1,56.0
Ukraine,UKR,2015,MCV1,56.0
Ukraine,UKR,2016,MCV1,42.0
Ukraine,UKR,2017,MCV1,86.0
Ukraine,UKR,2018,MCV1,91.0
Ukraine,UKR,2019,MCV1,93.0
Ukraine,UKR,2020,MCV1,85.0
Ukraine,UKR,2021,MCV1,89.0
Ukraine,UKR,2022,MCV1,74.0
Ukraine,UKR,2023,MCV1,92.0
Ukraine,UKR,2024,MCV1,91.0
Ukraine,UKR,2000,Polio3,99.0
Ukraine,UKR,2001,Polio3,99.0
Ukraine,UKR,2002,Polio3,99.0
Ukraine,UKR,2003,Polio3,99.0
Ukraine,UKR,2004,Polio3,99.0
Ukraine,UKR,2005,Polio3,95.0
Ukraine,UKR,2006,Polio3,99.0
Ukraine,UKR,2007,Polio3,98.0
Ukraine,UKR,2008,Polio3,91.0
Ukraine,UKR,2009,Polio3,74.0
Ukraine,UKR,2010,Polio3,57.0
Ukraine,UKR,2011,Polio3,54.0
Ukraine,UKR,2012,Polio3,72.0
Ukraine,UKR,2013,Polio3,72.0
Ukraine,UKR,2014,Polio3,45.0
Ukraine,UKR,2015,Polio3,51.0
Ukraine,UKR,2016,Polio3,56.0
Ukraine,UKR,2017,Polio3,48.0
Ukraine,UKR,2018,Polio3,71.0
Ukraine,UKR,2019,Polio3,78.0
Ukraine,UKR,2020,Polio3,84.0
Ukraine,UKR,2021,Polio3,78.0
Ukraine,UKR,2022,Polio3,69.0
Ukraine,UKR,2023,Polio3,85.0
Ukraine,UKR,2024,Polio3,88.0
United Kingdom,GBR,2000,DTP3,91.0
United Kingdom,GBR,2001,DTP3,91.0
United Kingdom,GBR,2002,DTP3,91.0
United Kingdom,GBR,2003,DTP3,91.0
United Kingdom,GBR,2004,DTP3,92.0
United Kingdom,GBR,2005,DTP3,91.0
United Kingdom,GBR,2006,DTP3,92.0
United Kingdom,GBR,2007,DTP3,92.0
United Kingdom,GBR,2008,DTP3,92.0
United Kingdom,GBR,2009,DTP3,93.0
United Kingdom,GBR,2010,DTP3,94.0
United Kingdom,GBR,2011,DTP3,95.0
United Kingdom,GBR,2012,DTP3,95.0
United Kingdom,GBR,2013,DTP3,95.0
United Kingdom,GBR,2014,DTP3,95.0
United Kingdom,GBR,2015,DTP3,95.0
United Kingdom,GBR,2016,DTP3,94.0
United Kingdom,GBR,2017,DTP3,94.0
United Kingdom,GBR,2018,DTP3,94.0
United Kingdom,GBR,2019,DTP3,93.0
United Kingdom,GBR,2020,DTP3,93.0
United Kingdom,GBR,2021,DTP3,93.0
United Kingdom,GBR,2022,DTP3,92.0
United Kingdom,GBR,2023,DTP3,92.0
United Kingdom,GBR,2024,DTP3,92.0
United Kingdom,GBR,2000,HepB3,
United Kingdom,GBR,2001,HepB3,
United Kingdom,GBR,2002,HepB3,
United Kingdom,GBR,2003,HepB3,
United Kingdom,GBR,2004,HepB3,
United Kingdom,GBR,2005,HepB3,
United Kingdom,GBR,2006,HepB3,
United Kingdom,GBR,2007,HepB3,
United Kingdom,GBR,2008,HepB3,
United Kingdom,GBR,2009,HepB3,
United Kingdom,GBR,2010,HepB3,
United Kingdom,GBR,2011,HepB3,
United Kingdom,GBR,2012,HepB3,
United Kingdom,GBR,2013,HepB3,
United Kingdom,GBR,2014,HepB3,
United Kingdom,GBR,2015,HepB3,
United Kingdom,GBR,2016,HepB3,
United Kingdom,GBR,2017,HepB3,
United Kingdom,GBR,2018,HepB3,
United Kingdom,GBR,2019,HepB3,93.0
United Kingdom,GBR,2020,HepB3,93.0
United Kingdom,GBR,2021,HepB3,93.0
United Kingdom,GBR,2022,HepB3,92.0
United Kingdom,GBR,2023,HepB3,92.0
United Kingdom,GBR,2024,HepB3,92.0
United Kingdom,GBR,2000,MCV1,88.0
United Kingdom,GBR,2001,MCV1,85.0
United Kingdom,GBR,2002,MCV1,85.0
United Kingdom,GBR,2003,MCV1,82.0
United Kingdom,GBR,2004,MCV1,81.0
United Kingdom,GBR,2005,MCV1,82.0
United Kingdom,GBR,2006,MCV1,85.0
United Kingdom,GBR,2007,MCV1,86.0
United Kingdom,GBR,2008,MCV1,86.0
United Kingdom,GBR,2009,MCV1,86.0
United Kingdom,GBR,2010,MCV1,89.0
United Kingdom,GBR,2011,MCV1,90.0
United Kingdom,GBR,2012,MCV1,92.0
United Kingdom,GBR,2013,MCV1,93.0
United Kingdom,GBR,2014,MCV1,93.0
United Kingdom,GBR,2015,MCV1,93.0
United Kingdom,GBR,2016,MCV1,92.0
United Kingdom,GBR,2017,MCV1,92.0
United Kingdom,GBR,2018,MCV1,92.0
United Kingdom,GBR,2019,MCV1,91.0
United Kingdom,GBR,2020,MCV1,91.0
United Kingdom,GBR,2021,MCV1,91.0
United Kingdom,GBR,2022,MCV1,90.0
United Kingdom,GBR,2023,MCV1,90.0
United Kingdom,GBR,2024,MCV1,89.0
United Kingdom,GBR,2000,Polio3,91.0
United Kingdom,GBR,2001,Polio3,91.0
United Kingdom,GBR,2002,Polio3,91.0
United Kingdom,GBR,2003,Polio3,91.0
United Kingdom,GBR,2004,Polio3,92.0
United Kingdom,GBR,2005,Polio3,91.0
United Kingdom,GBR,2006,Polio3,92.0
United Kingdom,GBR,2007,Polio3,92.0
United Kingdom,GBR,2008,Polio3,92.0
United Kingdom,GBR,2009,Polio3,93.0
United Kingdom,GBR,2010,Polio3,94.0
United Kingdom,GBR,2011,Polio3,95.0
United Kingdom,GBR,2012,Polio3,95.0
United Kingdom,GBR,2013,Polio3,95.0
United Kingdom,GBR,2014,Polio3,95.0
United Kingdom,GBR,2015,Polio3,95.0
United Kingdom,GBR,2016,Polio3,94.0
United Kingdom,GBR,2017,Polio3,94.0
United Kingdom,GBR,2018,Polio3,94.0
United Kingdom,GBR,2019,Polio3,93.0
United Kingdom,GBR,2020,Polio3,93.0
United Kingdom,GBR,2021,Polio3,93.0
United Kingdom,GBR,2022,Polio3,92.0
United Kingdom,GBR,2023,Polio3,92.0
United Kingdom,GBR,2024,Polio3,92.0
United States,USA,2000,DTP3,94.0
United States,USA,2001,DTP3,94.0
United States,USA,2002,DTP3,94.0
United States,USA,2003,DTP3,96.0
United States,USA,2004,DTP3,96.0
United States,USA,2005,DTP3,96.0
United States,USA,2006,DTP3,96.0
United States,USA,2007,DTP3,96.0
United States,USA,2008,DTP3,96.0
United States,USA,2009,DTP3,95.0
United States,USA,2010,DTP3,95.0
United States,USA,2011,DTP3,96.0
United States,USA,2012,DTP3,94.0
United States,USA,2013,DTP3,94.0
United States,USA,2014,DTP3,95.0
United States,USA,2015,DTP3,95.0
United States,USA,2016,DTP3,95.0
United States,USA,2017,DTP3,94.0
United States,USA,2018,DTP3,94.0
United States,USA,2019,DTP3,94.0
United States,USA,2020,DTP3,93.0
United States,USA,2021,DTP3,94.0
United States,USA,2022,DTP3,94.0
United States,USA,2023,DTP3,94.0
United States,USA,2024,DTP3,94.0
United States,USA,2000,HepB3,90.0
United States,USA,2001,HepB3,89.0
United States,USA,2002,HepB3,88.0
United States,USA,2003,HepB3,92.0
United States,USA,2004,HepB3,92.0
United States,USA,2005,HepB3,93.0
United States,USA,2006,HepB3,93.0
United States,USA,2007,HepB3,93.0
United States,USA,2008,HepB3,94.0
United States,USA,2009,HepB3,92.0
United States,USA,2010,HepB3,92.0
United States,USA,2011,HepB3,91.0
United States,USA,2012,HepB3,90.0
United States,USA,2013,HepB3,91.0
United States,USA,2014,HepB3,92.0
United States,USA,2015,HepB3,92.0
United States,USA,2016,HepB3,93.0
United States,USA,2017,HepB3,91.0
United States,USA,2018,HepB3,91.0
United States,USA,2019,HepB3,91.0
United States,USA,2020,HepB3,91.0
United States,USA,2021,HepB3,92.0
United States,USA,2022,HepB3,93.0
United States,USA,2023,HepB3,93.0
United States,USA,2024,HepB3,93.0
United States,USA,2000,MCV1,91.0
United States,USA,2001,MCV1,91.0
United States,USA,2002,MCV1,91.0
United States,USA,2003,MCV1,93.0
